user_id,location
50636981.0,Moçambique
50747027.0,Mozambique
50841535.0,Moçambique
51007331.0,Mozambique
51023438.0,"Mozambique, Pemba"
51079890.0,Mozambique-Pemba
51121224.0,Mozambique
51335186.0,Mozambique
51425063.0,Mozambique
51890460.0,Moçambique
51958179.0,"Av. Correia de Brito, Bairo Chaimite 2100 Beira, Moçambique"
51973867.0,Mozambique
52048646.0,Mozambique
52072123.0,Mozambique
52320920.0,Mozambique
52431348.0,Mozambique
52455921.0,Mozambique 
52585849.0,Mozambique
52585869.0,Mozambique
52595445.0,Mozambique
52815019.0,Mozambique
52852981.0,Moçambique
52909124.0,Moçambique
52980330.0,Mozambique
52997625.0,Mozambique
53153255.0,Mozambique
53174794.0,"Mozambique, Namaacha, MZ"
53242201.0,Mozambique
53300905.0,Mozambique
53312861.0,Mozambique
53468037.0,Mozambique 
53570550.0,Mozambique
53759072.0,Moçambique
53790917.0,Mozambique
53791616.0,Mocambique
53799280.0,Maxixe Moçambique. 
54121865.0,"Mozambique, Maputp"
54168104.0,Mozambique
54174158.0,Mozambique
54271680.0,Mozambique
54623535.0,MOZAMBIQUE
54636889.0,Mozambique
54903338.0,Mozambique
55026292.0,Mozambique
55183452.0,Mozambique
55236251.0,Mozambique
55366277.0,Mozambique
55548276.0,Mozambique
55550145.0,Mozambique
55618869.0,Mozambique
55871338.0,Mozambique
56995258.0,Mozambique
57021858.0,Moçambique
57040375.0,Mozambique
57046729.0,Mozambique
57239855.0,Mozambique
57323032.0,Mozambique
57417802.0,Mozambique
57524714.0,Mozambique
57725103.0,"Beira, Mozambique"
57804368.0,Mozambique
57982422.0,Moçambique 
58152540.0,Mozambique
58217023.0,Mozambique 
58387288.0,Moçambique
58469683.0,Mozambique
58486362.0,Mozambique
58671175.0,Mozambique
58692187.0,Mozambique
59062594.0,Mozambique 
59201678.0,Mozambique
59252824.0,Nampul Mozambique
59767992.0,"Quelimane, Zambezia, Mozambique"
59915519.0,Mozambique
60569881.0,Mozambique and Turkey
60866090.0,Mozambique
61078220.0,Moçambique
61553157.0,Mozambique
61600012.0,Mozambique
61735196.0,Mozambique
62159240.0,Mozambique
62303427.0,Mozambique
62395756.0,Mozambique
62618676.0,Mozambique
62635088.0,Mozambique
62674418.0,Mozambique
62728029.0,Mozambique
62776977.0,Mozambique
63256494.0,Moçambique
63588036.0,Mozambique
63613089.0,Mozambique
63618438.0,Mozambique
63779728.0,Mozambique
64004023.0,Moçambique
64029765.0,Mozambique
64074066.0,Mozambique
64093066.0,Mozambique
64111154.0,"Beira, Mozambique"
64161845.0,"Quelimane, Zambezia, Mozambique"
64354399.0,Mozambique
64354602.0,Africa / Mozambique
64520442.0,Mozambique
64544180.0,mocambique
64989195.0,MOZAMBIQUE
65282111.0,Mozambique
65443662.0,Mozambique
65508138.0,Mozambique
65548563.0,Mozambique
65871982.0,Mozambique
65997684.0,Mozambique 
66070228.0,Mozambique
66148694.0,Mozambique
66214304.0,Mozambique
66444571.0,"Beira, Mozambique"
66480883.0,Mozambique
66498528.0,Mozambique
66546841.0,Moçambique 
66696838.0,Mozambique
67092894.0,"Quelimane, Zambezia, Mozambique"
67151007.0,Mozambique
67241893.0,Mozambique
67335958.0,Mozambique
67377749.0,Mozambique
67790866.0,Mozambique
67807456.0,Mozambique
67968674.0,Mozambique
68370709.0,Moçambique 
68464267.0,Mozambique
68566327.0,Mozambique
68642418.0,Mozambique
68949997.0,Mozambique
69040158.0,Moçambique
69146181.0,Mozambique
69502950.0,Mozambique
69587586.0,Mozambique
69644296.0,Moçambique
69655550.0,Moçambique
69784305.0,Mozambique
69867337.0,Mozambique
70841686.0,Mozambique
70846022.0,Mozambique
70923778.0,Mozambique
70948574.0,Mozambique
71383021.0,Mocambique
71399799.0,Mozambique
71492809.0,"Beira, Mozambique"
71510847.0,Moçambique
71552584.0,Mozambique
71722571.0,Mozambique
71854573.0,"Beira, Mozambique"
72126317.0,Mozambique
72145382.0,"Pemba, Mocambique"
72162106.0,"Pemba, Mozambique"
72214855.0,Mozambique
72233494.0,MOZAMBIQUE
72241861.0,Mozambique
72250242.0,Mozambique
72309855.0,Mozambique
72490754.0,"Beira,Mozambique "
72710131.0,Mozambique
72799525.0,Mozambique
72815169.0,Mozambique
72823756.0,Mozambique
73064931.0,Moçambique 
73617132.0,Moçambique
73796385.0,Mozambique
73850659.0,Mozambique
73997145.0,Mozambique
74591655.0,Mozambique
74879760.0,Mozambique
75133867.0,Mozambique
75240858.0,Mozambique
75278898.0,Mozambique
75279779.0,Mozambique
75317863.0,"Nacala, Moçambique"
75330000.0,Mozambique
75360034.0,Mozambique
75432866.0,Mozambique
75454542.0,Mozambique
75476061.0,Mozambique
75483035.0,Mozambique
75527664.0,Mozambique
75936360.0,Moçambique
76664047.0,Mozambique
76708188.0,Mozambique
76938257.0,Mozambique
77080274.0,Mozambique
77097621.0,Moçambique
77170417.0,Moçambique
77617315.0,Mozambique
77975777.0,"Mozambique, Maputp"
78012938.0,"Quelimane, Mozambique"
78048991.0,"Gurue, Mocambique"
78072642.0,Mozambique
78178467.0,Mozambique
78412096.0,"Beira, Mocambique"
78529164.0,Mozambique
78566438.0,"Moçambique, Cidade da Beira"
78653941.0,Moçambique
78818106.0,Mozambique
79074783.0,Mozambique
79196702.0,Mozambique
79203661.0,Moçambique
79208153.0,Mozambique
79447967.0,Mozambique
79481449.0,Moçambique
79598859.0,Mozambique
79685706.0,Moçambique
79787418.0,"Quelimane, Mozambique"
79939187.0,Mozambique
80075551.0,Mozambique
80112944.0,Mozambique
80123646.0,Mozambique
80226121.0,"Beira, Mozambique"
80396703.0,Mozambique
80470809.0,Mozambique
80622375.0,Mozambique
80694431.0,Mozambique
81175298.0,Mozambique/Maxixe
81417590.0,Mozambique
81573292.0,Moçambique
81576750.0,Mozambique
81755107.0,Mozambique
81810855.0,Mozambique
81818589.0,Mozambique
81861698.0,Mozambique
81908387.0,Mozambique
82148347.0,Beira - Mozambique
82161016.0,Mozambique
82418123.0,"Quelimane, Mozambique "
82442020.0,"Beira, Mozambique"
82501428.0,Mozambique
82800581.0,Moçambique
83132770.0,Mozambique
83244925.0,Mozambique
83245573.0,Mozambique
83403248.0,Mozambique
83472451.0,Moçambique 
83553159.0,Mozambique
83596808.0,Moçambique
84017505.0,Mozambique
84072355.0,Mozambique
84158286.0,Moçambique 
84178729.0,Mozambique
84227694.0,Moçambique
84767830.0,Mozambique
85851298.0,Mozambique
85935965.0,Moçambique
86011531.0,Beira Mozambique
86060527.0,Mozambique 
86128317.0,"Beira, Mozambique"
86198523.0,Mocambique
86360002.0,Mocambique
86381944.0,Mozambique
86448142.0,Mozambique
86501647.0,Mozambique
86791481.0,Mozambique
86836671.0,Mozambique
86890739.0,Mozambique
87189308.0,Mozambique
87211073.0,Mozambique
87387782.0,Mozambique
87477436.0,Mozambique
87478383.0,Mozambique
87778100.0,Mozambique
88107986.0,Mozambique
88191998.0,MOZAMBIQUE
88205826.0,Moçambique
88557261.0,Mozambique
88576637.0,Mocambique
88622395.0,Mozambique
88674937.0,Beira - Mozambique
88708681.0,Moçambique 
88906690.0,Moçambique
88966383.0,Mozambique 
89215369.0,Mozambique
89316030.0,Moçambique
89321911.0,Moçambique
89592580.0,Moçambique
89648100.0,MOZAMBIQUE
89664210.0,Mozambique
89667155.0,Moçambique
89745653.0,Mocambique
90105293.0,Mozambique
90267554.0,Mozambique
90479278.0,Mozambique
90779626.0,Mozambique
90805554.0,"Mpauto, Mozambique"
90893587.0,Mozambique
90935592.0,Mozambique
90954033.0,Mozambique
91046806.0,Moçambique
91185290.0,Moçambique
91198554.0,Mozambique
91348614.0,Mozambique
91666537.0,Mozambique
91738156.0,Mozambique
92016251.0,"Beira, Moçambique"
92807492.0,Mozambique
92977776.0,"Beira, Mozambique"
93153504.0,Mozambique
93186702.0,Mozambique 
93378978.0,Mozambique
93527357.0,Mozambique
93864400.0,Beira Moçambique
93998158.0,Mocambique
94222104.0,Mozambique
94588285.0,Mozambique
94656916.0,Mozambique
94858611.0,Moçambique
96025623.0,Mocambique
96112993.0,Moçambique
97853822.0,Quelimane Moçambique
98024608.0,Moçambique
99265531.0,Moçambique
99603583.0,Moçambique 
100865276.0,Mocambique-xai-xai
100963073.0,Mocambique
101814102.0,Moçambique 
105532213.0,Moçambique 
105553980.0,Mocambique
106038603.0,Moçambique 
107585022.0,Moçambique
107857536.0,MOÇAMBIQUE
108406340.0,"Cidade de Quelimane, Zambezia, Moçambique."
109345293.0,Moçambique
109630558.0,Moçambique
109807119.0,Moçambique 
109898967.0,Moçambique 
110641442.0,Moçambique-Beira
110737595.0,Moçambique
110965347.0,Moçambique
112628370.0,Moçambique
114033195.0,Moçambique
114441201.0,Moçambique
114454718.0,Moçambique
117710430.0,Moçambique
119246111.0,Moçambique
123808258.0,Moçambique
129205812.0,"Moçambique, Beira "
129604443.0,Moçambique
129735870.0,Moçambique 
133212597.0,Mocambique
137000795.0,Moçambique
137657521.0,Moçambique
137825945.0,Mocambique 
138121865.0,Beira-Moçambique
138620901.0,Moçambique
139594168.0,Moçambique
142754653.0,Mocambique
143124692.0,Moçambique 
144334141.0,"Beira, Moçambique"
145675987.0,Moçambique
145770403.0,mocambique
146007840.0,moçambique
146373799.0,Moçambique
147927912.0,"Mocuba, Moçambique"
149100024.0,Moçambique 
149712503.0,Moçambique
149876997.0,Moçambique 
150170454.0,Moçambique
150203333.0,Moçambique
152064707.0,Moçambique 
158310002.0,Moçambique 
158599074.0,Mocambique
159538875.0,Beira -Moçambique 
159833173.0,Moçambique
164799434.0,Moçambique
176290394.0,Moçambique 
176817262.0,Moçambique
178018027.0,Moçambique 
180350015.0,Moçambique
182344637.0,"Beira, Moçambique"
183834979.0,Moçambique
510444.0,Mozambique
1241552.0,Mozambique
1554715.0,Mozambique
1572774.0,Mozambique
2085965.0,Mozambique
2580338.0,Mozambique
2843256.0,Mozambique
3441605.0,Mozambique
3654686.0,Mozambique
4129379.0,mozambique 
4531215.0,Chimoio-Mozambique
4643304.0,Mozambique
4808798.0,Mozambique
5908430.0,Mozambique
5999078.0,Mauritius | South Africa | Greece | Mozambique
6144022.0,Mozambique
6535422.0,Mozambique
6551654.0,Mozambique
6670085.0,Mozambique
6823987.0,Mozambique
6969148.0,"Beira, Moçambique"
6969163.0,Mozambique
7235738.0,Mozambique
7290190.0,Milange/Mozambique
7589719.0,"3742 ,Ronald Camp ,Westonbury ,Minnesota ,Mozambique"
7591781.0,Mozambique
7609797.0,Mozambique
7645536.0,Mozambique
7769689.0,Mozambique
8059168.0,Mozambique
8342748.0,Mozambique
8420618.0,Moçambique
8513088.0,Mozambique
8825214.0,"Maxixe, Mozambique"
8969075.0,Mozambique
8999513.0,Mozambique
10035726.0,Mozambique
10192081.0,Mozambique
10496524.0,"Mozambique, Zambezia, Quelimane"
10654641.0,Mozambique
10763752.0,Mozambique
10852278.0,Mozambique
10864249.0,Moçambique
10881554.0,Mozambique
10922795.0,"Japan, UAE, UK, RSA, MOZAMBIQUE, ZIMBABWE"
11079693.0,Mozambique
11230500.0,Mozambique
11401407.0,Moçambique
12243288.0,Mozambique
12348993.0,Mozambique
12411682.0,Mozambique
12594159.0,Mozambique
12596808.0,Mozambique
12608296.0,Mozambique
12674539.0,Mozambique
12964071.0,Mozambique
13021754.0,Mozambique
13223576.0,"Around the World (UK, Portugal, Algeria, Brasil, Mozambique)"
13356453.0,Mozambique
13402312.0,Mozambique
13905475.0,Mozambique
13984100.0,Mozambique
14042840.0,mozambique
14114666.0,Pemba Mozambique
14273351.0,Mozambique
15047907.0,Mozambique
15202121.0,Mozambique
15256665.0,"Beira, Mozambique"
15990102.0,Mozambique
16305023.0,Mozambique
16646217.0,Mozambique
17466635.0,Mozambique 
17637439.0,Mozambique
17989477.0,Mozambique
18726326.0,Mozambique
19157803.0,"Mozambique, Beira"
19210598.0,"Beira, Mozambique"
19254270.0,Mozambique
19366367.0,Moçambique
20244168.0,Mozambique
20360517.0,Mozambique
20488304.0,Mozambique
20669844.0,"Beira, Mozambique"
20702024.0,Mozambique
20720292.0,Mozambique
20819246.0,Mozambique
20905674.0,"Mozambique, Beira"
21008078.0,Mozambique
21030639.0,Mozambique
21193374.0,Mozambique
21215054.0,Mozambique
22010172.0,Moçambique
22028176.0,Moçambique
22327331.0,Mozambique
22546608.0,mozambique
22590615.0,Mozambique
22592370.0,Mozambique
22690816.0,Moçambique
22891380.0,Mozambique
22938962.0,Mozambique
23280298.0,Moçambique 
23471059.0,Mozambique
23504226.0,Mozambique
24277044.0,Mozambique
24415579.0,Mozambique
24649838.0,mozambique
