id,owner_id,language,created_at,updated_at,stargazers_count,forks_count
109945114,4475142,TypeScript,08-11-17,08-11-17,0,0
109991294,4475142,,08-11-17,08-11-17,0,0
215250328,4475142,JavaScript,15-10-19,15-10-19,0,0
73951262,4475142,JavaScript,16-11-16,16-11-16,1,0
162349620,4475142,,18-12-18,18-12-18,0,0
79323065,4475142,HTML,18-01-17,18-01-17,0,0
433535609,4475142,TypeScript,30-11-21,30-11-21,0,0
653584437,4475142,,14-06-23,14-06-23,0,0
105890877,4475142,JavaScript,05-10-17,05-10-17,0,0
121403773,4475142,PHP,13-02-18,13-02-18,0,0
98887756,4475142,JavaScript,31-07-17,16-11-17,0,0
208599162,4475142,,15-09-19,15-09-19,0,1
190191454,4475142,JavaScript,04-06-19,04-06-19,0,0
110576697,4475142,PHP,13-11-17,13-11-17,0,0
151605052,4475142,,04-10-18,04-10-18,0,0
367849273,4475142,,16-05-21,16-05-21,0,0
71640675,4475142,Python,22-10-16,22-10-16,0,0
58378392,4475142,Java,09-05-16,09-05-16,0,0
65276669,4475142,PHP,09-08-16,09-08-16,0,0
65276607,4475142,PHP,09-08-16,09-08-16,0,0
90872906,4475142,JavaScript,10-05-17,10-05-17,0,0
162349597,4475142,,18-12-18,18-12-18,0,0
96621741,4475142,PHP,08-07-17,08-07-17,0,0
150498370,4475142,JavaScript,26-09-18,26-09-18,0,0
117419515,4475142,JavaScript,14-01-18,08-02-18,0,0
115608442,4475142,,28-12-17,28-12-17,0,0
177440513,4475142,PHP,24-03-19,24-03-19,0,0
116830837,4475142,JavaScript,09-01-18,10-01-18,0,0
96918919,4475142,PHP,11-07-17,11-07-17,0,0
141750376,4475142,Perl,20-07-18,20-07-18,0,0
288188730,4475142,,17-08-20,17-08-20,0,0
137772068,4475142,PHP,18-06-18,18-06-18,1,0
193510271,4475142,Jupyter Notebook,24-06-19,24-06-19,0,0
53750242,4475142,Java,12-03-16,12-03-16,1,0
483532133,4475142,TypeScript,20-04-22,20-09-22,0,0
483532274,4475142,,20-04-22,23-02-22,0,0
620687042,4475142,JavaScript,29-03-23,05-04-23,0,0
82830226,4475142,Java,22-02-17,22-02-17,0,0
633330012,4475142,Shell,27-04-23,27-04-23,0,0
70140927,4475142,JavaScript,06-10-16,06-10-16,0,0
408518033,4475142,,20-09-21,20-09-21,0,0
432186486,4475142,,26-11-21,26-11-21,0,0
588481529,4475142,Dockerfile,13-01-23,06-02-23,0,0
388636999,4475142,,23-07-21,23-07-21,0,0
432002987,4475142,Dockerfile,25-11-21,25-11-21,0,0
597682538,4475142,,05-02-23,12-05-22,0,0
632961846,4475142,TypeScript,26-04-23,26-04-23,0,0
376956154,4475142,TypeScript,14-06-21,08-10-21,0,0
377219940,4475142,TypeScript,15-06-21,30-06-21,0,0
364397317,4475142,TypeScript,04-05-21,12-05-22,1,0
626122784,4475142,TypeScript,10-04-23,25-04-23,0,0
69358907,4475142,JavaScript,27-09-16,27-09-16,0,0
629018255,4475142,,17-04-23,31-01-23,0,0
630369688,4475142,,20-04-23,20-04-23,0,0
93079736,4475142,Java,01-06-17,01-06-17,0,0
483532967,4475142,TypeScript,20-04-22,20-04-22,0,0
66828387,4475142,JavaScript,29-08-16,29-08-16,0,0
211525455,4475142,Jupyter Notebook,28-09-19,07-10-19,0,0
37422641,4475142,HTML,14-06-15,14-06-15,0,0
628672336,4475142,,16-04-23,15-04-23,0,0
628674540,4475142,,16-04-23,15-04-23,0,0
628677970,4475142,,16-04-23,15-04-23,0,0
56773705,4475142,Ruby,21-04-16,22-04-16,0,1
140182133,4475142,HTML,08-07-18,19-07-18,0,1
76167491,4475142,Java,11-12-16,11-12-16,0,0
73945170,4475142,JavaScript,16-11-16,16-11-16,0,0
55211486,4475142,Java,01-04-16,01-04-16,0,0
68455942,4475142,Java,17-09-16,17-09-16,0,0
55142053,4475142,Java,31-03-16,31-03-16,0,0
75197227,4475142,JavaScript,30-11-16,30-11-16,0,0
80298495,4475142,Java,28-01-17,28-01-17,0,0
73946049,4475142,Java,16-11-16,16-11-16,1,0
73946180,4475142,JavaScript,16-11-16,16-11-16,0,0
18507272,4475142,JavaScript,07-04-14,04-03-19,0,0
607692028,4475142,,28-02-23,28-02-23,0,0
463074963,4477245,,24-02-22,24-02-22,0,0
40087394,4503513,Java,02-08-15,02-08-15,0,0
68315210,4503513,Python,15-09-16,15-06-20,0,0
38756519,4503513,Python,08-07-15,08-07-15,0,0
38682751,4503513,,07-07-15,07-07-15,0,0
507674431,4592898,,26-06-22,26-06-22,0,0
507681481,4592898,,26-06-22,26-06-22,0,0
507676460,4592898,,26-06-22,26-06-22,0,0
10438481,4592898,Java,02-06-13,02-06-13,0,0
319863079,4643304,,09-12-20,30-07-21,1,0
259994877,4643304,JavaScript,29-04-20,20-01-22,1,1
650373838,4643304,JavaScript,07-06-23,07-06-23,0,0
347152853,4643304,,12-03-21,12-03-21,0,0
287578613,4643304,JavaScript,14-08-20,28-06-21,1,0
296134179,4643304,JavaScript,16-09-20,28-07-21,0,0
404803434,4643304,TypeScript,09-09-21,30-09-21,0,0
11740584,4716778,Ruby,29-07-13,15-02-14,0,0
11528887,4716778,Ruby,19-07-13,06-12-13,0,0
23652207,4716778,Java,04-09-14,04-09-14,3,1
534240416,4716778,,08-09-22,08-09-22,0,0
24405711,4716778,,24-09-14,24-09-14,0,0
11792258,4716778,Ruby,31-07-13,16-05-14,0,0
16378859,4716778,,30-01-14,30-01-14,0,0
12057885,4716778,Ruby,12-08-13,07-06-23,0,0
30172830,4716778,JavaScript,02-02-15,02-02-15,0,0
10786974,4736850,,19-06-13,28-11-13,0,2
10819451,4736850,,20-06-13,30-03-14,0,0
647672972,4808798,Go,31-05-23,12-06-23,0,0
203177180,4808798,SCSS,19-08-19,19-02-23,0,0
573645467,4808798,JavaScript,03-12-22,03-12-22,0,0
573610600,4808798,Go,02-12-22,04-06-23,1,0
369333746,5019560,,20-05-21,20-05-21,0,0
164915566,5019560,HTML,09-01-19,20-03-19,0,0
399879846,5019560,JavaScript,25-08-21,26-09-21,2,0
371419551,5019560,JavaScript,27-05-21,27-05-23,3,1
100991520,5019560,JavaScript,21-08-17,28-01-23,0,2
332829180,5019560,,25-01-21,25-01-21,0,0
356030569,5019560,JavaScript,08-04-21,23-05-22,1,0
353071632,5019560,JavaScript,30-03-21,07-01-22,2,1
339524270,5019560,JavaScript,16-02-21,23-08-21,1,1
343051604,5019560,TypeScript,28-02-21,03-03-21,1,0
274220128,5019560,TypeScript,22-06-20,22-06-20,0,0
274213945,5019560,TypeScript,22-06-20,14-03-22,0,0
272087014,5019560,TypeScript,13-06-20,23-05-22,0,0
246629195,5019560,Vue,11-03-20,25-04-23,1,1
317236664,5019560,,30-11-20,30-11-20,0,0
332798877,5019560,JavaScript,25-01-21,25-01-21,0,0
355002583,5019560,,05-04-21,05-04-21,0,0
600404544,5019560,,11-02-23,08-03-23,1,0
381704413,5019560,,30-06-21,26-09-21,1,0
186688247,5019560,C#,14-05-19,14-05-19,0,0
175488561,5019560,C#,13-03-19,14-03-19,1,0
362544690,5019560,Makefile,28-04-21,26-09-21,2,0
322900258,5019560,,19-12-20,19-12-20,0,0
321342488,5019560,,14-12-20,14-12-20,0,0
296105004,5019560,,16-09-20,16-09-20,0,0
648267967,5019560,,01-06-23,01-06-23,0,0
338653661,5019560,,13-02-21,13-02-21,0,0
166088946,5019560,Java,16-01-19,16-01-19,0,0
586849488,5019560,,09-01-23,08-03-23,1,0
185231847,5019560,C#,06-05-19,06-05-19,0,0
392746736,5019560,,04-08-21,26-09-21,1,0
324748662,5019560,,27-12-20,27-12-20,0,0
394933918,5019560,,11-08-21,26-09-21,1,0
109060048,5019560,JavaScript,31-10-17,31-10-17,0,0
394892496,5019560,,11-08-21,26-09-21,1,0
400255329,5019560,,26-08-21,26-09-21,2,0
45251911,5019560,JavaScript,30-10-15,28-01-23,1,0
